timestamp,usage,instance_code
2023-07-19 20:40:00,29.46333333333333,0
2023-07-19 20:50:00,28.696666666666665,0
2023-07-19 21:00:00,29.67,0
2023-07-19 21:10:00,29.488333333333333,0
2023-07-19 21:20:00,28.201666666666664,0
2023-07-19 21:30:00,28.946666666666665,0
2023-07-19 21:40:00,31.001666666666665,0
2023-07-19 21:50:00,29.256666666666668,0
2023-07-19 22:00:00,31.301666666666662,0
2023-07-19 22:10:00,30.73333333333333,0
2023-07-19 22:20:00,31.89166666666667,0
2023-07-19 22:30:00,30.336666666666662,0
